record_id,owner_id,taxpayer_type,owner_name,tin,mailing_address,mailing_city,mailing_province,property_id,pin,tax_declaration_no,province,city_municipality,barangay,property_address,property_type,class_code,zoning_classification,land_use,lot_number,unit_no,lot_area_sqm,market_value,assessment_level,assessed_value,tax_rate,tax_amount,assessment_year,due_date,years_as_owner,prior_assessments,prior_late_payments,prior_unpaid_payments,avg_previous_delay_days,outstanding_balance,payment_compliance_score,is_late_payment
280,182,Individual,Ian S. Villanueva,282-946-974-000,"9 Catalunan Grande Road, Melilia, Santa Cruz",Santa Cruz,Davao Del Sur,140,11-000-000-000140,TD-11-2024-000140,Davao Del Sur,City of Davao,Marilog (Pob.),"766 Agdao Road, Marilog (Pob.), City of Davao",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-00140,N/A,4675,2742858.31,0.4,1097143.32,0.0129,14153.15,2024,2024-03-31,14,8,2,0,18.8,3790.21,71.78,0
4512,958,Individual,Francis B. Natividad,058-274-406-000,"419 Quimpo Blvd, Manay, City of Panabo",City of Panabo,Davao Del Norte,2256,11-000-000-002256,TD-11-2024-002256,Davao Del Sur,City of Davao,Calinan (Pob.),"614 Cabaguio Ave, Calinan (Pob.), City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02256,N/A,310,1459619.39,0.2,291923.88,0.0118,3444.7,2024,2024-03-31,8,8,4,2,93.2,3736.49,5.0,1
466,1664,Company,Panabo Commercial Hub Enterprises,764-392-348-000,"531 Quimpo Blvd, Marilog (Pob.), City of Davao",City of Davao,Davao Del Sur,233,11-000-000-000233,TD-11-2024-000233,Davao Del Sur,City of Davao,Mandug,"Lot 86, Purok 9, Mandug, City of Davao",Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,LOT-00233,N/A,318,911844.68,0.2,182368.94,0.0103,1878.4,2023,2023-03-31,8,8,1,1,28.3,1070.7,63.51,0
1225,1440,Individual,Francis J. Reyes,540-720-780-000,"373 Cabaguio Ave, Sirib, City of Davao",City of Davao,Davao Del Sur,613,11-000-000-000613,TD-11-2024-000613,Davao Del Sur,Hagonoy,Lanuro,"757 Torres St, Lanuro, Hagonoy",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00613,N/A,230,1724298.97,0.2,344859.79,0.0106,3655.51,2022,2022-12-31,19,8,2,1,34.2,2416.12,61.92,0
4321,154,Individual,Joshua J. Flores,254-862-778-000,"183 Bajada Road, Indangan, City of Davao",City of Davao,Davao Del Sur,2161,11-000-000-002161,TD-11-2024-002161,Davao Oriental,City of Mati,Cabuaya,"281 R. Castillo St, Cabuaya, City of Mati",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02161,N/A,264,2067601.37,0.2,413520.27,0.0134,5541.17,2022,2022-12-31,8,8,4,2,108.1,6083.16,5.0,1
2385,1550,Individual,Catherine D. Soriano,650-050-550-000,"934 Bonifacio St, San Miguel, Compostela",Compostela,Davao De Oro,1193,11-000-000-001193,TD-11-2024-001193,Davao De Oro,Maco,New Visayas,"435 McArthur Highway, New Visayas, Maco",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01193,N/A,116,717812.79,0.2,143562.56,0.0131,1880.67,2021,2021-09-30,2,3,1,1,35.7,779.15,57.64,0
3030,460,Individual,Joshua B. Natividad,560-780-920-000,"818 Lacson St, Sumimao, City of Davao",City of Davao,Davao Del Sur,1515, 11-000-000-001515,TD-11-2024-001515,Davao De Oro,New Bataan,Fatima,"715 Lanang Road, Fatima, New Bataan",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01515,N/A,296,1220049.19,0.2,244009.84,0.011,2684.11,2022,2022-06-30,3,4,2,2,77.0,2337.28,13.08,1
1533,264,Company,Durian Urban Homes Enterprises,364-192-548-000,"269 Diversion Road, San Isidro (Licanan), City of Davao",City of Davao,Davao Del Sur,767,11-000-000-000767,TD-11-2024-000767,Davao Del Sur,CITY OF DAVAO,Tacunan,"Lot 85, Purok 2, Tacunan, City of Davao",Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,LOT-00767,N/A,536,3248526.31,0.4,1299410.52,0.015,19491.16,2022,2022-06-30,9,8,2,1,47.0,14263.13,44.6,0
4610,148,Individual,Liza B. Mendoza,248-844-736-000,"505 Bajada Road, Barangay 35-D (Pob.), City of Davao",City of Davao,Davao Del Sur,2305,11-000-000-002305,TD-11-2024-002305,Davao Del Sur,City of Davao,Alfonso Angliongto Sr.,"372 Quimpo Blvd, Alfonso Angliongto Sr., City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-02305,N/A,374,8803203.57,0.5,4401601.79,0.0139,61182.26,2022,2022-12-31,6,6,2,0,37.6,26736.58,51.64,0
3209,292,Individual,Dianne C. Natividad,392-276-744-000,"593 Maa Road, Haguimitan, Monkayo",Monkayo,Davao De Oro,1605,11-000-000-001605,TD-11-2024-001605,Davao Del Norte,City of Tagum,Visayan Village,"357 Agdao Road, Visayan Village, City of Tagum",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-01605,N/A,1895,4260066.51,0.4,1704026.6,0.0123,20959.53,2021,2021-09-30,6,6,3,1,77.2,15389.57,5.0,1
152,123,Individual,Louise A. Mercado,223-769-561-000,"696 Bonifacio St, Sibulan, City of Davao",City of Davao,Davao Del Sur,76,11-000-000-000076,TD-11-2024-000076,Davao Del Sur,City of Davao,Tagakpan,"Unit 25A, Apo View Residences, Tagakpan, City of Davao",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-00076,Unit 25A,49,933465.06,0.25,233366.27,0.0123,2870.41,2024,2024-03-31,9,8,2,1,45.5,2059.86,56.3,0
3917,626,Company,Toril Logistics Corp.,726-278-082-000,"148 McArthur Highway, Carmen, City of Davao",City of Davao,Davao Del Sur,1959,11-000-000-001959,TD-11-2024-001959,Davao Del Norte,Island Garden City of Samal,San Isidro,"322 Maa Road, San Isidro, Island Garden City of Samal",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-01959,N/A,125,2687113.25,0.5,1343556.62,0.0151,20287.7,2022,2022-06-30,7,8,3,1,58.4,15944.14,35.15,1
34,254,Company,AgriNova Township Co.,354-162-478-000,"685 Buhangin Road, Datu Salumay, City of Davao",City of Davao,Davao Del Sur,17,11-000-000-000017,TD-11-2024-000017,Davao Del Sur,City of Davao,Dominga,"891 R. Castillo St, Dominga, City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00017,N/A,531,12397142.66,0.5,6198571.33,0.0131,81201.28,2023,2023-03-31,9,8,2,1,49.7,50100.03,42.18,1
3269,1644,Individual,Althea C. Salazar,744-332-208-000,"495 Diversion Road, Buda, City of Davao",City of Davao,Davao Del Sur,1635,11-000-000-001635,TD-11-2024-001635,Davao Del Sur,City of Davao,Barangay 5-A (Pob.),"170 Cabaguio Ave, Barangay 5-A (Pob.), City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01635,N/A,297,2709241.52,0.2,541848.3,0.0119,6447.99,2021,2021-03-31,3,3,2,1,42.7,4554.26,36.62,1
2513,609,Individual,Mikaela B. Domingo,709-227-963-000,"522 Torres St, Sirawan, City of Davao",City of Davao,Davao Del Sur,1257,11-000-000-001257,TD-11-2024-001257,Davao Del Sur,City of Davao,Riverside,"735 Bonifacio St, Riverside, City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-01257,N/A,471,10204757.07,0.5,5102378.54,0.0184,93883.77,2021,2021-09-30,14,8,2,1,41.0,60901.55,69.79,0
252,840,Individual,Emman H. Padilla,940-920-580-000,"945 Bajada Road, Barangay 13-B (Pob.), City of Davao",City of Davao,Davao Del Sur,126,11-000-000-000126,TD-11-2024-000126,Davao Del Sur,Bansalan,Kinuskusan,"462 J.P. Laurel Ave, Kinuskusan, Bansalan",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00126,N/A,300,1270145.32,0.2,254029.06,0.0106,2692.71,2022,2022-03-31,9,8,4,2,94.4,3235.47,5.0,1
469,599,Company,Samal Agri Ventures Enterprises,699-197-893-000,"169 Bajada Road, Ilang, City of Davao",City of Davao,Davao Del Sur,235,11-000-000-000235,TD-11-2024-000235,Davao Del Sur,City of Davao,Fatima (Benowang),"197 McArthur Highway, Fatima (Benowang), City of Davao",Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,LOT-00235,N/A,473,5327780.47,0.45,2397501.21,0.0139,33325.27,2021,2021-03-31,7,7,1,1,30.3,17699.53,76.74,0
2728,1546,Individual,Francis I. Domingo,646-038-522-000,"326 Quimpo Blvd, Asuncion, Carmen",Carmen,Davao Del Norte,1364,11-000-000-001364,TD-11-2024-001364,Davao Del Sur,City of Davao,Barangay 31-D (Pob.),"874 McArthur Highway, Barangay 31-D (Pob.), City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01364,N/A,255,2663750.18,0.2,532750.04,0.0111,5913.53,2024,2024-03-31,6,5,1,1,29.1,3372.26,57.89,0
4431,1152,Individual,DOMINIC H. SALAZAR,252-856-764-000,"554 Agdao Road, Lampianao, City of Davao",City of Davao,Davao Del Sur,2216,11-000-000-002216,TD-11-2024-002216,Davao Del Norte,City of Panabo,Kasilak,"563 Quimpo Blvd, Kasilak, City of Panabo",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02216,N/A,138,999529.76,0.2,199905.95,0.0139,2778.69,2022,2022/09/30,2,1,1,1,36.6,1348.63,44.21,1
1407,225,Individual,Danica Q. Panganiban,325-075-275-000,"849 Torres St, Don Aurelio Chicote, Governor Generoso",Governor Generoso,Davao Oriental,704,11-000-000-000704,TD-11-2024-000704,Davao Occidental,Santa Maria,San Pedro,"870 Lacson St, San Pedro, Santa Maria",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00704,N/A,116,636913.72,0.2,127382.74,0.0135,1719.67,2021,2021-06-30,17,8,3,1,50.2,1373.69,31.04,1
3494,102,Company,Matina Commercial Hub Partners,202-706-414-000,"433 Agdao Road, Barangay 5-A (Pob.), City of Davao",City of Davao,Davao Del Sur,1747,11-000-000-001747,TD-11-2024-001747,Davao Del Sur,City of Davao,Biao Guianga,"624 R. Castillo St, Biao Guianga, City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-01747,N/A,620,12206253.77,0.5,6103126.88,0.0166,101311.91,2023,2023-09-30,5,5,1,1,35.9,41749.6,51.44,0
297,344,Individual,Kristine Y. Luna,444-432-108-000,"25 McArthur Highway, North Lamidan, Don Marcelino",Don Marcelino,Davao Occidental,149,11-000-000-000149,TD-11-2024-000149,Davao Del Sur,City of Digos,Aplaya,"747 Maa Road, Aplaya, City of Digos",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-00149,N/A,566,1302843.28,0.4,521137.31,0.0103,5367.71,2021,2021-09-30,18,8,4,2,95.1,6650.23,5.0,1
1974,1255,Individual,Shaira K. David,355-165-485-000,"566 Bonifacio St, Mulig, City of Davao",City of Davao,Davao Del Sur,987,11-000-000-000987,TD-11-2024-000987,Davao Oriental,Banaybanay,Piso Proper,"594 Cabaguio Ave, Piso Proper, Banaybanay",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-00987,N/A,2356,1568991.48,0.4,627596.59,0.0134,8409.79,2022,2022/06/30,4,3,1,0,21.5,936.74,79.49,0
4478,588,Individual,Noel L. Domingo,688-164-816-000,"859 Maa Road, Osmeña, Sulop",Sulop,Davao Del Sur,2239,11-000-000-002239,TD-11-2024-002239,Davao De Oro,Laak,Mangloy,"967 Bajada Road, Mangloy, Laak",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-02239,N/A,4976,7112417.06,0.4,2844966.82,0.0109,31010.14,2023,2023-09-30,18,8,1,1,25.9,13704.93,61.27,0
2526,975,Company,Tagum Properties Corp.,075-325-525-000,"822 Bonifacio St, Cabantian, City of Davao",City of Davao,Davao Del Sur,1263,11-000-000-001263,TD-11-2024-001263,Davao Del Sur,City of Davao,  Sibulan ,"902 Buhangin Road, Sibulan, City of Davao",Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,LOT-01263,N/A,2076,21262743.44,0.5,10631371.72,0.0161,171165.08,2023,09/30/2023,16,8,1,0,20.1,44882.66,78.53,0
2477,1012,Company,Catalunan Industrial Park Partners,112-436-784-000,"911 Quimpo Blvd, Dalawinon, Magsaysay",Magsaysay,Davao Del Sur,1239,11-000-000-001239,TD-11-2024-001239,Davao Del Sur,City of Davao,Rafael Castillo,"369 McArthur Highway, Rafael Castillo, City of Davao",Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,LOT-01239,N/A,1901,29479519.91,0.5,14739759.96,0.0163,240258.09,2022,2022-06-30,14,8,2,1,34.1,170872.82,60.33,0
291,1731,Company,Matina Business Center Corp.,831-593-817-000,"201 Agdao Road, Sabud, Laak",Laak,Davao De Oro,146,11-000-000-000146,TD-11-2024-000146,Davao De Oro,Montevista,Camantangan,"723 Lanang Road, Camantangan, Montevista",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00146,N/A,501,4641228.86,0.5,2320614.43,0.0172,39914.57,2022,2022-03-31,4,4,2,1,73.1,28467.0,25.48,1
1515,1610,Individual,Danica E. Natividad,710-230-970-000,"709 McArthur Highway, Mangile, Jose Abad Santos",Jose Abad Santos,Davao Occidental,758,11-000-000-000758,TD-11-2024-000758,Davao Del Sur,City of Davao,Barangay 28-C (Pob.),"603 Bonifacio St, Barangay 28-C (Pob.), City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00758,N/A,86,632043.69,0.2,126408.74,0.0114,1441.06,2021,2021-12-31,5,4,0,0,0.0,74.24,87.53,0
2329,1724,Individual,Angel X. Carreon,824-572-768-000,"383 Cabaguio Ave, Talandang, City of Davao",City of Davao,Davao Del Sur,1165,11-000-000-001165,TD/11/2024/001165,Davao Del Sur,CITY OF DAVAO,Matina Aplaya,"733 Lacson St, Matina Aplaya, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01165,N/A,108,606166.27,0.2,121233.25,0.0135,1636.65,2021,2021-09-30,18,8,3,1,46.4,1342.64,33.31,1
2407,668,Individual,Miguel Q. Ramos,768-404-376-000,"404 Quimpo Blvd, Barangay 11-B (Pob.), City of Davao",City of Davao,Davao Del Sur,1204,11-000-000-001204,TD-11-2024-001204,Davao Del Sur,City of Davao,Kap. Tomas Monteverde Sr.,"54 Lacson St, Kap. Tomas Monteverde Sr., City of Davao",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-01204,N/A,3323,6991190.06,0.4,2796476.02,0.0113,31600.18,2022,2022-09-30,19,8,1,1,30.1,18663.17,68.41,0
3495,1622,Individual,Lea R. Aquino,722-266-054-000,"450 Maa Road, Molopolo, Kiblawan",Kiblawan,Davao Del Sur,1748,11-000-000-001748,TD-11-2024-001748,Davao Del Sur,City of Davao,Communal,"310 Catalunan Grande Road, Communal, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01748,N/A,109,881832.12,0.2,176366.42,0.0139,2451.49,2022,2022-09-30,5,6,2,1,78.2,1399.77,30.82,1
953,295,Individual,Nathan A. Serrano,395-285-765-000,"831 Matina Aplaya Road, Calinan (Pob.), City of Davao",City of Davao,Davao Del Sur,477,11-000-000-000477,TD-11-2024-000477,Davao Del Norte,Carmen,Tubod,"245 Bajada Road, Tubod, Carmen",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00477,N/A,318,1252793.17,0.2,250558.63,0.0108,2706.03,2023,2023-03-31,6,7,2,1,51.3,1915.86,36.91,0
1502,486,Company,Lanang Builders LLC,586-858-102-000,"941 Catalunan Grande Road, Sirawan, City of Davao",City of Davao,Davao Del Sur,751,11-000-000-000751,TD-11-2024-000751,Davao Del Norte,City of Panabo,Datu Abdul Dadia,"31 Bonifacio St, Datu Abdul Dadia, City of Panabo",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00751,N/A,119,1489796.8,0.5,744898.4,0.0165,12290.82,2024,2024-12-31,5,4,1,1,26.2,5314.54,75.44,0
4609,148,Individual,liza b. mendoza,248-844-736-000,"505 Bajada Road, Barangay 35-D (Pob.), City of Davao",City of Davao,Davao Del Sur,2305,11-000-000-002305,TD-11-2024-002305,Davao Del Sur,City of Davao,Alfonso Angliongto Sr.,"372 Quimpo Blvd, Alfonso Angliongto Sr., City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-02305,N/A,374,8858233.37,0.5,4429116.68,0.0177,78395.37,2021,2021-09-30,5,6,2,1,51.6,42702.88,34.07,1
4308,1375,Individual,Pauline X. Serrano,475-525-325-000,"739 Quimpo Blvd, Kiobog, Don Marcelino",Don Marcelino,Davao Occidental,2154,11-000-000-002154,TD-11-2024-002154,Davao Del Norte,Island Garden City of Samal,San Miguel,"234 Torres St, San Miguel, Island Garden City of Samal",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02154,N/A,150,1099947.29,0.2,219989.46,0.0128,2815.87,2024,2024/09/30,7,7,2,1,36.8,2037.5,47.26,0
4411,1797,Individual,Shaira A. Gonzales,897-791-279-000,"102 Buhangin Road, Sirawan, City of Davao",City of Davao,Davao Del Sur,2206,11-000-000-002206,TD-11-2024-002206,Davao Del Norte,City of Panabo,San Nicolas,"38 McArthur Highway, San Nicolas, City of Panabo",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02206,N/A,225,1865066.72,0.2,373013.34,0.012,4476.16,2022,2022-03-31,18,8,2,1,50.3,2847.88,50.76,0
1189,1168,Individual,Bianca C. Padilla,268-904-876-000,"297 Lanang Road, San Vicente, Asuncion",Asuncion,Davao Del Norte,595,11-000-000-000595,TD-11-2024-000595,Davao Occidental,Malita,New Argao,"688 Lacson St, New Argao, Malita",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-00595,N/A,2015,1044386.32,0.4,417754.53,0.0131,5472.58,2023,2023-09-30,4,4,1,0,13.6,928.48,77.77,0
2370,1201,Individual,Camille Z. Fernandez,301-003-107-000,"682 Bonifacio St, Pangyan, City of Davao",City of Davao,Davao Del Sur,1185,11-000-000-001185,TD-11-2024-001185,Davao Del Sur,City of Davao,Saloy,"Lot 140, Purok 11, Saloy, City of Davao",Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,LOT-01185,N/A,358,1657963.61,0.2,331592.72,0.0125,4144.91,2024,2024-06-30,12,8,2,0,20.7,1716.4,70.6,0
2125,1329,Company,Durian Landholdings Partners,429-387-003-000,"33 Matina Aplaya Road, Leon Garcia Sr., City of Davao",City of Davao,Davao Del Sur,1063,11-000-000-001063,TD-11-2024-001063,Davao Del Sur,City of Davao,Kap. Tomas Monteverde Sr.,"110 Cabaguio Ave, Kap. Tomas Monteverde Sr., City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-01063,N/A,209,5027335.38,0.5,2513667.69,0.0132,33180.41,2023,2023-09-30,9,8,1,1,22.2,19860.93,72.82,0
4195,416,Individual,Christian L. Manalo,516-648-612-000,"899 Agdao Road, Tungakalan, City of Davao",City of Davao,Davao Del Sur,2098,11-000-000-002098,TD-11-2024-002098,Davao De Oro,New Bataan,Kahayag,"158 Maa Road, Kahayag, New Bataan",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02098,N/A,124,843881.85,0.2,168776.37,0.0134,2261.6,2023,06/30/2023,3,2,1,1,30.3,913.15,71.99,0
3430,1409,Individual,juan j. soriano,509-627-563-000,"485 McArthur Highway, Tagurano, City of Davao",City of Davao,Davao Del Sur,1715,11-000-000-001715,TD-11-2024-001715,Davao Del Sur,City of Davao,Matina Crossing,"301 R. Castillo St, Matina Crossing, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01715,N/A,79,798115.03,0.2,159623.01,0.0118,1883.55,2023,2023-09-30,6,7,1,1,38.5,979.95,71.25,0
4101,1240,Individual,Lea G. Macapagal,340-120-380-000,"328 Lacson St, Poblacion, Caraga",Caraga,Davao Oriental,2051,11-000-000-002051,TD-11-2024-002051,Davao De Oro,Mabini,Libodon,"454 R. Castillo St, Libodon, Mabini",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-02051,N/A,832,1735539.49,0.4,694215.8,0.0132,9163.65,2022,2022-06-30,5,6,2,1,45.3,6001.07,50.62,0
1097,1128,Individual,Noel Q. Garcia,228-784-596-000,"401 Lanang Road, Alambre, City of Davao",City of Davao,Davao Del Sur,549,11-000-000-000549,TD-11-2024-000549,Davao Del Sur,City of Davao,Kilate,"763 Maa Road, Kilate, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00549,N/A,145,968626.05,0.2,193725.21,0.0142,2750.9,2022,2022-12-31,7,7,2,1,50.8,1913.69,39.16,1
423,29,Company,Mindanao Business Center Inc.,129-487-903-000,"949 Maa Road, Maduao, City of Panabo",City of Panabo,Davao Del Norte,212,11-000-000-000212,TD-11-2024-000212,Davao Del Sur,City of Davao,Subasta,"845 Lacson St, Subasta, City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00212,N/A,320,4325522.85,0.5,2162761.42,0.0174,37632.05,2021,2021-06-30,17,8,2,1,39.1,19115.77,54.23,0
228,474,Individual,Ana G. Soriano,574-822-018-000,"301 Bonifacio St, Mogbongcogon, Banaybanay",Banaybanay,Davao Oriental,114,11-000-000-000114,TD-11-2024-000114,Davao Del Norte,City of Panabo,San Vicente,"Unit 01C, Apo View Residences, San Vicente, City of Panabo",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-00114,Unit 01C,95,1241751.47,0.25,310437.87,0.0153,4749.7,2023,2023-06-30,16,8,1,0,14.5,1553.34,88.44,0
4323,1740,Individual,Therese P. Pascual,840-620-880-000,"72 Bonifacio St, Santo Niño, City of Davao",City of Davao,Davao Del Sur,2162,11-000-000-002162,TD-11-2024-002162,Davao Oriental,City of Mati,Mayo,"699 Lacson St, Mayo, City of Mati",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02162,N/A,102,881559.37,0.2,176311.87,0.0119,2098.11,2021,2021-12-31,10,8,3,1,50.7,1407.35,43.15,0
1739,1240,Individual,Lea G. Macapagal,340-120-380-000,"328 Lacson St, Poblacion, Caraga",Caraga,Davao Oriental,870,11-000-000-000870,TD-11-2024-000870,Davao Oriental,San Isidro,Sudlon,"674 Agdao Road, Sudlon, San Isidro",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00870,N/A,262,1420547.86,0.2,284109.57,0.0107,3039.97,2022,2022-03-31,5,6,3,1,46.3,1962.95,45.59,1
2768,1331,Individual,Ella E. Macapagal,431-393-017-000,"835 Matina Aplaya Road, Tiburcia, Kapalong",Kapalong,Davao Del Norte,1384,11-000-000-001384,TD-11-2024-001384,Davao Del Norte,Santo Tomas,Talomo,"905 Buhangin Road, Talomo, Santo Tomas",Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,LOT-01384,N/A,1466,10753133.71,0.5,5376566.86,0.0168,90326.32,2024,2024-03-31,5,6,2,1,47.9,63608.37,53.4,1
3957,322,Company,Panabo Industrial Park Partners,422-366-954-000,"735 Cabaguio Ave, Tigatto, City of Davao",City of Davao,Davao Del Sur,1979,11-000-000-001979,TD-11-2024-001979,Davao Oriental,Lupon,Limbahan,"939 Bonifacio St, Limbahan, Lupon",Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,LOT-01979,N/A,335,2689655.11,0.45,1210344.8,0.0158,19123.45,2021,2021-03-31,13,8,2,0,16.9,4433.98,74.74,0
970,907,Individual,Liza U. David,007-121-049-000,"808 Lanang Road, New Katipunan, Matanao",Matanao,Davao Del Sur,485,11-000-000-000485,TD-11-2024-000485,Davao Del Sur,Sulop,Lapla,"779 Maa Road, Lapla, Sulop",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00485,N/A,304,1983649.41,0.2,396729.88,0.0108,4284.68,2024,2024-06-30,15,8,4,2,75.3,4462.33,6.24,1
411,1737,Individual,Joshua C. Natividad,837-611-859-000,"157 R. Castillo St, Libuak, Island Garden City of Samal",Island Garden City of Samal,Davao Del Norte,206,11-000-000-000206,TD-11-2024-000206,Davao Del Sur,Kiblawan,Molopolo,"519 J.P. Laurel Ave, Molopolo, Kiblawan",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00206,N/A,195,692596.75,0.2,138519.35,0.0133,1842.31,2023,2023-06-30,9,8,5,2,102.1,2249.36,5.0,1
1145,680,Company,Matina Developers Co.,780-440-460-000,"341 McArthur Highway, Mayo, City of Mati",City of Mati,Davao Oriental,573,11-000-000-000573,TD-11-2024-000573,Davao Del Sur,City of Davao,Mahayag,"323 Maa Road, Mahayag, City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00573,N/A,442,6323678.4,0.5,3161839.2,0.0134,42368.65,2021,2021-09-30,9,8,4,1,86.2,33715.2,7.94,1
3365,670,Individual,Nina X. Padilla,770-410-390-000,"662 Diversion Road, Mabantao, Kapalong",Kapalong,Davao Del Norte,1683,11-000-000-001683,TD-11-2024-001683,Davao Del Sur,City of Davao,Gumitan,"929 McArthur Highway, Gumitan, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01683,N/A,125,968599.8,0.2,193719.96,0.0125,2421.5,2023,2023-09-30,10,8,2,1,42.0,1743.31,44.44,0
4808,1446,Company,Malagos Logistics Partners,546-738-822-000,"492 Diversion Road, Rizal, Manay",Manay,Davao Oriental,2404,11-000-000-002404,TD-11-2024-002404,Davao Del Norte,Asuncion,Doña Andrea,"270 Catalunan Grande Road, Doña Andrea, Asuncion",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-02404,N/A,118,1799016.64,0.5,899508.32,0.0157,14122.28,2024,2024-03-31,8,8,1,1,31.5,6645.25,71.53,0
4822,510,Individual,Emman P. Fernandez,610-930-270-000,"51 Diversion Road, Santa Cruz, City of Panabo",City of Panabo,Davao Del Norte,2411,11-000-000-002411,TD-11-2024-002411,Davao De Oro,Pantukan,Napnapan,"Lot 48, Purok 3, Napnapan, Pantukan",Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,LOT-02411,N/A,496,1338568.26,0.2,267713.65,0.0127,3399.96,2024,2024-12-31,5,6,1,1,28.2,1384.34,73.94,0
1264,1021,Individual,Patrick G. Cruz,121-463-847-000,"976 Bajada Road, Barangay 23-C (Pob.), City of Davao",City of Davao,Davao Del Sur,632,11-000-000-000632,TD-11-2024-000632,Davao Del Sur,City of Davao,Pampanga,"760 Agdao Road, Pampanga, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00632,N/A,151,1336017.04,0.2,267203.41,0.0144,3847.73,2024,2024-03-31,11,8,2,1,44.8,2506.04,44.07,0
1832,1136,Individual,Trisha H. Domingo,236-808-652-000,"835 Lanang Road, Barangay 34-D (Pob.), City of Davao",City of Davao,Davao Del Sur,916,11-000-000-000916,TD-11-2024-000916,Davao Del Norte,City of Tagum,Cuambogan,"836 Torres St, Cuambogan, City of Tagum",Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,LOT-00916,N/A,129,1954921.66,0.45,879714.75,0.0166,14603.26,2022,2022-09-30,15,8,3,1,57.9,10201.59,29.68,1
2481,577,Individual,Mary Grace K. Ocampo,677-131-739-000,"388 Bajada Road, Biao Guianga, City of Davao",City of Davao,Davao Del Sur,1241,11-000-000-001241,TD-11-2024-001241,Davao Del Sur,City of Davao,Pandaitan,"571 Bajada Road, Pandaitan, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01241,N/A,277,2077782.75,0.2,415556.55,0.0111,4612.68,2022,2022-12-31,18,8,3,2,90.1,5014.17,5.0,1
